Multilingual,lg family,family code ,Language (group),alternate lg (group),language code,Language (based on native name),dialect code,ISO 3 Letter country code,OfficialVillageName,MajorCity,PopulationNumber,village (RB),village (DNAFLA),village (SIL),village (map),Transcribed Village Name,N Lat,W Lon,NFr,WFr,Nmn60,Wmn60,NMinFr,WMinFr,Ndg,Wdg,N Lat_2,W Lon_2,N SIL,W SIL,N Lat source,WLon source,N Lat map,WLon map,N Lat us,W Long us,sourceOfCoordinates,name of map,lg comment,industries,weekly market,surnames,social info,Image,ImageDescription,Audio,AudioTranscription,Video,VideoTranscription
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Madina (near Banggel-Toupe),,,,,,Madina,"madiina (Fulfulde), mádìnà (Dogul Dom)",14.686,-3.607,0.278,0.728,41.0,36.0,41.278,36.728,14,03,14 41.278,03 36.728,,,,,,,14 41.278,03 36.728,Dogon project,Bandiagara,Fulfulde-speaking but many ethnic Dogon,,,,"village on edge of plateau overlooking long valley; surnames Kansaye [kàⁿsâj], Kampo, Diallo, Karambe, Guindo; farming and herding; gardens in valley",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Mamourou,,,,,,Mamourou,ma:muru,14.57,-4.034,0.356,0.087,34.0,2.0,34.356,02.087,14,04,14 34.356,04.02.087,,,,,,,14 34.356,04.02.087,Dogon project,Mopti,,,,"Djiguiba, Sidibe, Korobara",village in sandy plains near Sevare,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Mbeba,,,,,,Mbéba,,14.923,-3.725,0.67,0.873,55.0,43.0,55.670,43.873,14,03,14 55.670,03 43.873,,,,,,,14 55.670,03 43.873,Dogon project,Bandiagara (not shown),"also a satellite village (Dogon, Najamba)",,,,"village, Fulbe, surname Diallo",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Moniekana,,,,,,Moniékana,"mùɲù kàná (Dogon), wàɲì kàná (Jamsay for ‘new dug.reservoir’)",14.683,-1.666,,,41.0,40.0,41,40,14,01,14 41,01 40,,,,,14 41,01 40,,,map,Djibo,nominally Jamsay but most residents are Fulbe-Rimaibe,,,,village; surname Diallo,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Moussourou (near Sambere) (photo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bandiagara (not shown),,,,,,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Naye (Fulbe),,,,,,Naye,nay,14.425,-3.037,0.862,0.386,25.0,2.0,25.862,02.386,14,03,14 25.862,03 02.386,,,,,,,14 25.862,03 02.386,Dogon project,Bandiagara,,,,,"one of two paired villages of the same name, for the other see Naye (Dogon); in plains; surnames Ngadiaka (segem caste), Bari",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Nene-Foulbe,,,,,,,"kooru-fulbe (Fulfulde), kɔ̀:r-flâ:mbô:",,,,,,,,,,,,,,,,,,,,,,Bandiagara (not shown),,,,,"Fulbe-speaking village, almost adjacent to Tomo-Kan speaking village Korou",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Nia-Moussa,,,,,,Nia-Moussa,ɲaa-musa,14.021,-4.116,0.5,,1.0,7.0,01.5,07,14,04,14 01.5,04 07,,,,,14 01.5,04 07,,,map,Mopti,,,,,"village, Fulbe and Rimaibe",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Nia-Ouro,,,,,,Nia-Ouro,ɲaa-wuro,14.005,-4.121,0.5,0.5,,7.0,00.5,07.5,14,04,14 00.5,04 07.5,,,,,14 00.5,04 07.5,,,map,Mopti,,,,,"village, Fulbe and Rimaibe",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Niakongo,,,,,,Niakongo,ɲaakoŋgo,14.603,-4.001,0.304,0.172,36.0,,36.304,00.172,14,04,14 36.304,04 00.172,,,,,,,14 36.304,04 00.172,Dogon project,Mopti,,,,,"Fulbe-Rimaibe village on the plains; surname Tamboura, Bari, Diallo, also a few Tommo-So speaking Karambe from Tounkari",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Nienagou,,,,,,Niénagou,ɲeneŋgu,14.774,-3.908,0.735,0.857,46.0,54.0,46.735,54.857,14,03,14 46.735,03 54.857,,,,,,,14 46.735,03 54.857,Dogon project,Bandiagara,,,,,"village a short distance from Sambere; Fulbe-Rimaibe with some Songhay from Timbuktu (Toure); surnames Cisse, Traore, Toure; farming and herding; gardening (guava, mango, jujube, calabash)",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Niminiama,,,,,,Niminiama,ñimi-ñama,15.141,-3.341,0.819,0.782,8.0,20.0,08.819,20.782,15,03,15 08.819,03 20.782,,,,,15 09,03 21,15 08.819,03 20.782,Dogon project,Niafounké,,,,; surnames Diallo and Sidibé,village close to highway; Fulbe,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Nokara,,,,,,Nokara,nokara,15.171,-2.371,0.493,0.506,10.0,22.0,10.493,22.506,15,02,15 10.493,02 22.506,,,,,15 10,02 24,15 10.493,02 22.506,Dogon project,Bambara Maoudé,,,,"Dicko (Fulbe), Tamboura (Fulbe-Rimaibe)",village at base of mountain; Fulbe (Dicko) and Fulbe-Rimaibe (Tamboura); farming and herding,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Ogodengou (Fulbe),,,,,,,"ogodeŋu (Fulfulde), ɔ̀gɔ̀dèŋù pùlɔ̀-gɔ̀:rɔ́ (Dogon)",14.209,-3.167,0.908,0.054,12.0,10.0,12.908,10.054,14,03,14 12.908,03 10.054,,,,,,,14 12.908,03 10.054,Dogon project,Bandiagara (not shown),,,,,Fulbe village paired with Ogodengou-Na (Guiwri Kan); surname Bari; farming and herding,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Ogui,,,,Ogui,,Ogui,ogi,15.053,-2.406,0.339,0.68,3.0,24.0,03.339,24.680,15,02,15 03.339,02 24.680,,,,,15 03,02 24.5,15 03.339,02 24.680,Dogon project,Bambara Maoudé,Fulbe speakers but with Dogon names,weaving of doum-palm mats (fronds purchased in markets),,,"village; surname Tengo; now on flat plains at base of inselberg, formerly on lower slope of small inselberg",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Ouama (Wama),,,,,,,waama,15.241,-1.704,0.793,0.413,14.0,42.0,14.793,42.413,15,01,15 14.793,01 42.413,,,,,,,15 14.793,01 42.413,Dogon project,Hombori (not shown),,,,,small Fulbe hamlet in plains near Kelmi,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Ouankoro,,,,,,Ouankoro,,13.383,-3.833,,,23.0,50.0,23,50,13,03,13 23,03 50,,,,,13 23,03 50,,,map,Tougan,,,,,,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Oukoulourou,,,,,,Oukoulourou,hukulluuru,14.937,-1.917,0.37,0.087,56.0,55.0,56.370,55.087,14,01,14 56.370,01 55.087,,,,,,,14 56.370,01 55.087,Dogon project,Djibo,,,,Diallo,hamlet; Fulbe-Rimaibe,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Ouro Fero,,,,,,Ouro Fero,urofero,14.57,-3.835,0.387,0.169,34.0,50.0,34.387,50.169,14,03,14 34.387,03 50.169,,,,,,,14 34.387,03 50.169,Dogon project,Bandiagara,,"blacksmiths, woodworkers (Segem)",,"Dicko, Diallo, Ba, Sangaré, Karambé, Sidibé, Tamboura, Yanoga (blacksmiths), Gadiaga (woodworkers)","village in sandy plains north of Goundaka (Fulbe, Rimaibe, and Fulbe-ized Dogon)",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Ouro Ngerou,,,,,,Ouro Ngérou,uro-njeru,15.106,-2.156,0.619,0.609,6.0,9.0,06.619,09.609,15,02,15 06.619,02 09.609,,,,,,,15 06.619,02 09.609,Dogon project,Bambara Maoudé,,,,,village; Fulbe-Rimaibe; near highway,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Ouro-Nema,,,,,,Ouro-Néma,uro-neema,14.721,-3.967,0.487,0.077,43.0,58.0,43.487,58.077,14,03,14 43.487,03 58.077,,,,,,,14 43.487,03 58.077,Dogon project,Bandiagara,,,,,"village on highway; Fulbe-Rimaibe; surnames Tamboura, Sidibe; farming and herding",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Ouro-Ngeou,,,,,,Ouro-Ngéou,"uro-njew (Fulfulde), wùró-jèw (Bangime)",14.79,-3.835,0.75,0.175,47.0,50.0,47.750,50.175,14,03,14 47.750,03 50.175,,,,,,,14 47.750,03 50.175,Dogon project,Bandiagara,,,,,"village at base of hill; surnames Diallo, Toure, Kano, Dicko; farming and herding; gardens and fruit trees (mango, tamarind)",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Ouro-Toroli,,,,,,,uro-torol,13.892,-3.159,0.912,0.931,53.0,9.0,53.912,09.931,13,03,13 53.912,03 09.931,,,,,,,13 53.912,03 09.931,Dogon project,Tougan (not shown),,,,,Fulbe hamlet; surname Diallo; farming and herding,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Ourobangourdi,,,,,,,"uro-baa-ŋgurdi (""village of Baa Ngourdi"")",15.216,-2.706,0.027,0.61,13.0,42.0,13.027,42.610,15,02,15 13.027,02 42.610,,,,,,,15 13.027,02 42.610,Dogon project,Bambara Maoudé,,,,surname Diallo; ,small hamlet; Fulbe,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Ourodjougal,,,,,,,"uro-juggal (""village of Djougal"")",15.208,-2.64,0.87,0.714,12.0,38.0,12.870,38.714,15,02,15 12.870,02 38.714,,,,,,,15 12.870,02 38.714,Dogon project,Bambara Maoudé,,,,; surname Tamboura,village on plains; Fulbe-Rimaibe,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Owo-Ouro (Wo-Ouro),,,,,,Wo-Ouro,"wo:-wuro: (Fulfulde), wɔ̀:-fúlàmbò: (Tomo-Kan)",14.083,-3.8,,,5.0,48.0,05,48,14,03,14 05,03 48,,,,,14 05,03 48,,,map,Bandiagara,,,,,"Fulfulde-speaking village, part of the otherwise Tomo-Kan speaking Owo (Wo) village cluster",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Papara,,,,,,Papara,papara,14.786,-3.89,0.337,0.693,47.0,53.0,47.337,53.693,14,03,14 47.337,03 53.693,,,,,,,14 47.337,03 53.693,Dogon project,Bandiagara,,,,,"village in plains; Fulbe-Rimaibe; surnames Sangare, Tamboura; farming and herding; garden (abandoned)",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Paré,,,,,,Paré,pare,14.553,-4.068,0.361,0.18,33.0,4.0,33.361,04.180,14,04,14 33.361,04 04.180,,,,,,,14 33.361,04 04.180,Dogon project,Mopti,,,,"Landoure, Yatasaye","village in sandy plains near Sevare, Diawombe (Fulbe sub-ethnicity specialized in commerce); Islamic school",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Perempe,,,,,,Pérempé,perempe,14.457,-4.083,0.773,0.035,27.0,5.0,27.773,05.035,14,04,14 27.773,04 05.035,,,,,,,14 27.773,04 05.035,Dogon project,Mopti,Fulfulde and Bambara,,,,"village in plains, on main highway; surnames So (Fulbe), Traore (Bambara)",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Samaloye,,,,,,Samoloye,samaloye,14.604,-3.985,0.431,0.183,36.0,59.0,36.431,59.183,14,03,14 36.431,03 59.183,,,,,,,14 36.431,03 59.183,Dogon project,Bandiagara,,,,,"Fulbe-Rimaibe village on plain; surname Tamboura, Bari, Diallo, and a few Tommo So speaking Karambe from Tounkari",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Sambere,,,,,,Sambéré,,14.773,-3.918,0.648,0.134,46.0,55.0,46.648,55.134,14,03,14 46.648,03 55.134,,,,,,,14 46.648,03 55.134,Dogon project,Bandiagara,,,"Sunday, local",,"village on highway; Fulbe-Rimaibe; surnames Tamboura, Sidibe; farming and herding",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Sampie,,,,,,,sampiya,15.1,-2.934,0.045,0.089,6.0,56.0,06.045,56.089,15,02,15 06.045,02 56.089,,,,,,,15 06.045,02 56.089,Dogon project,Bambara Maoudé,,,,; surname Diallo,village at base of mountain; Fulbe; farming and herding,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Saraboro,,,,,,Saraboro,soroboro,14.539,-3.851,0.66,0.13,32.0,51.0,32.660,51.130,14,03,14 32.660,03 51.130,,,,,,,14 32.660,03 51.130,Dogon project,Bandiagara,,,,"Tapily, Karambé","village along small rocky ridge near sandy plains north of Goundaka, Rimaibe (with Dogon surnames)",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Sare-Soma,,,,,,Saré-Soma,saare-sooma,14.75,-3.919,0.018,0.331,45.0,55.0,45.018,55.331,14,03,14 45.018,03 55.331,,,,,,,14 45.018,03 55.331,Dogon project,Bandiagara,,,,,"village; Fulbe-Rimaibe; surnames Sidibe, Sangare, Gadiaka (carpenters); farming and herding; woodwork, e.g. mortars (Gadiaka, equivalent to Dogon sɛgɛm caste)",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Sassourou,,,,,,Sassourou,saasuru,14.624,-3.988,0.742,0.563,37.0,59.0,37.742,59.563,14,03,14 37.742,03 59.563,,,,,,,14 37.742,03 59.563,Dogon project,Bandiagara,,,,,Fulbe-Rimaibe village on plain; surnames Tamboura,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Sege-Bougie,,,,,,Ségué-Bougué,sege-buje,14.637,-3.905,0.374,0.524,38.0,54.0,38.374,54.524,14,03,14 38.374,03 54.524,,,,,,,14 38.374,03 54.524,Dogon project,Bandiagara,,,,,"Fulbe and Rimaibe village on plain; surnames Tamboura (Rimaibe), Bari (Fulbe)",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Seguemara (Fulbe),,,,,,Séguemara,segemara,14.521,-3.074,0.452,0.811,31.0,4.0,31.452,04.811,14,03,14 31.452,03 04.811,,,,,,,14 31.452,03 04.811,Dogon project,Bandiagara,,,,,"one of two paired villages in plains, for the other see Seguemara (Jamsay); surname Bari; farming and herding",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Serma,,,,,,Sèrma,serma,14.866,-2.266,,,52.0,16.0,52,16,14,02,14 52,02 16,,,,,14 52,02 16,,,map,Douentza,,,,,hamlet; Fulbe-Rimaibe; surname Diallo,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Siguiri,,,,,,Siguiri,sigiri,15.139,-2.452,0.6,0.206,8.0,27.0,08.600,27.206,15,02,15 08.600,02 27.206,,,,,15 09,02 27,15 08.600,02 27.206,Dogon project,Bambara Maoudé,,,,,village; freeborn Fulbe plus Fulbe-Rimaibe; near highway,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Simbi,,,,,,Simbi,simbi,15.134,-1.976,0.125,0.952,8.0,58.0,08.125,58.952,15,01,15 08.125,01 58.952,,,,,,,15 08.125,01 58.952,Dogon project,Hombori,,,"Wednesday, medium",,village on main highway,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Sinakoro,,,,,,Simakoro,sinakoro,14.57,-4.05,0.395,0.074,34.0,3.0,34.395,03.074,14,04,14 34.395,04 03.074,,,,,,,14 34.395,04 03.074,Dogon project,Mopti,,,,Si,village in sandy plains near Sevare,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Somadougou,,,,,,Somadougou,"soomadugu (Fulfulde), só:mà: (Tomo-Kan)",14.266,-4.066,,,16.0,4.0,16,04,14,04,14 16,04 04,,,,,14 16,04 04,,,map,Mopti,Fulfulde plus large minority of Tomo-Kan speakers,,,,large village on highway,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Some-Kiro,,,,,,,,15.056,-3.357,0.665,0.706,3.0,21.0,03.665,21.706,15,03,15 03.665,03 21.706,,,,,,,15 03.665,03 21.706,Dogon project,Niafounké (not shown),,,,,small Fulbe satellite village for Kiro (Bambara),,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Sonfounou (Fulbe),,,,,,Sonfounou,"sòⁿ-fùnù-gwέrέ [Tomo Kan, VD]",13.82,-3.783,0.415,0.016,49.0,47.0,49.415,47.016,13,03,13 49.415,03 47.016,,,,,,,13 49.415,03 47.016,Dogon project,Tougan,,,,,"Fulbe village near Tomo Kan village Sonfounou; surnames Diakité, Cissé",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Soosari,,,,,,Sassari,soosari,14.587,-3.901,0.367,0.129,35.0,54.0,35.367,54.129,14,03,14 35.367,03 54.129,,,,,,,14 35.367,03 54.129,Dogon project,Bandiagara,,,,,"Fulbe-Rimaibe village on plain; surnames Bari, Tamboura",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Soufouroulaye,,,,,,Soufouroulaye,"sofurla:y (Fulfulde), sófùrlá (Tomo-Kan)",14.406,-4.084,0.609,0.136,24.0,5.0,24.609,05.136,14,04,14 24.609,04 05.136,,,,,14 24,04 05,14 24.609,04 05.136,Dogon project,Mopti,,,,,"town in plains, on the main highway; Christian and Muslim",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Sougi,,,,,,Sougi,sukki,14.634,-3.94,0.159,0.671,38.0,56.0,38.159,56.671,14,03,14 38.159,03 56.671,,,,,,,14 38.159,03 56.671,Dogon project,Bandiagara,,,,,"Fulbe-Rimaibe village on plain; surnames Diallo, Bari, Tamboura",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Takoutala,,,,,,Takoutala,taakutalla,14.851,-3.906,0.107,0.63,51.0,54.0,51.107,54.630,14,03,14 51.107,03 54.630,,,,,,,14 51.107,03 54.630,Dogon project,Bandiagara,,,,,"village, Fulbe-Rimaibe, surname Tamboura",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Tefewal,,,,,,Tépavial,tepewal,14.658,-3.876,0.82,0.972,39.0,52.0,39.820,52.972,14,03,14 39.820,03 52.972,,,,,,,14 39.820,03 52.972,Dogon project,Bandiagara,,,,,"Fulbe-Rimaibe village on plain; surnames Tamboura, Bari, Diallo",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Tiaboly,,,,,,Tiaboli,caboli,14.651,-4.016,0.145,0.008,39.0,1.0,39.145,01.008,14,04,14 39.145,04 01.008,,,,,,,14 39.145,04 01.008,Dogon project,Mopti,,,,,"village in plains, Fulbe-Rimaibe, surname Tamboura",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Tialegel,,,,,,,ca-leggel,14.025,-3.15,0.904,0.097,1.0,9.0,01.904,09.097,14,03,14 01.904,03 09.097,,,,,,,14 01.904,03 09.097,Dogon project,Bandiagara (not shown),,,,,Fulbe hamlet near Koro; surname Bari; farming and herding,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Tiena (near Zon),,,,,,,cena,13.887,-3.109,0.464,0.99,53.0,6.0,53.464,06.990,13,03,13 53.464,03 06.990,,,,,,,13 53.464,03 06.990,Dogon project,Tougan (not shown),,,,,Fulbe hamlet near Zon; surname Tal; farming and herding,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Tomborguel,,,,,,Toumborguel,tomborgel,14.658,-3.869,0.835,0.236,39.0,52.0,39.835,52.236,14,03,14 39.835,03 52.236,,,,,,,14 39.835,03 52.236,Dogon project,Bandiagara,,,"Saturday, local",,"Fulbe-Rimaibe village on plain; surnames Tamboura, Bari",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Tombori,,,,,,,tombori,15.073,-2.934,0.693,0.144,4.0,56.0,04.693,56.144,15,02,15 04.693,02 56.144,,,,,,,15 04.693,02 56.144,Dogon project,Bambara Maoudé,,,,surname Diallo; ,small village at base of mountain; Fulbe; farming and herding,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Torobani,,,,,,Torobani,torobani,15.116,-2.521,,0.5,7.0,31.0,07,31.5,15,02,15 07,02 31.5,,,,,15 07,02 31.5,,,map,Bambara Maoudé,,,,,village; base of small inselberg,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Touwa,,,,,,,tuwa,15.218,-2.504,0.168,0.426,13.0,30.0,13.168,30.426,15,02,15 13.168,02 30.426,,,,,,,15 13.168,02 30.426,Dogon project,Bambara Maoudé,,,,surname Diallo; ,village in plains; Fulbe; farming and herding,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Tyilapanga (Fulbe),,,,,,,"cilapaŋa-fulbe (Fulfulde), cìlà-pàŋá fù̀làmbô: (Tomo-Kan)",,,,,,,,,,,,,,,,,,,,,,,,,,,adjacent to Tomo-Kan speaking Tyilapanga,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Weliwarou,,,,,,,weliwaru,13.892,-3.159,0.912,0.931,53.0,9.0,53.912,09.931,13,03,13 53.912,03 09.931,,,,,,,13 53.912,03 09.931,Dogon project,,,,,,Fulbe hamlet; surname Sidibe (came from Bandiagara); farming and herding,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Weloungara,,,,,,Vélingara,welu-ŋara,14.675,-3.841,0.868,0.805,40.0,50.0,40.868,50.805,14,03,14 40.868,03 50.805,,,,,,,14 40.868,03 50.805,Dogon project,Bandiagara,,,,,"Fulbe-Rimaibe village on plain; surnames Tamboura, Bari",,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Wo-Ouro,,,,,,Wo-Ouro,,14.083,-3.8,,,5.0,48.0,05,48,14,03,14 05,03 48,,,,,14 05,03 48,,,map,Bandiagara,,,,,,,,,,,
,Atlantic,,Fulfulde,peul (French),ffm,Fulfulde,,MLI,Yadianga (Fulbe),,,,,,,,14.054,-3.183,0.491,0.052,3.0,11.0,03.491,11.052,14,03,14 03.491,03 11.052,,,,,,,14 03.491,03 11.052,Dogon project,Bandiagara (not shown),,,,,"Fulbe hamlet associatd with Yadianga (Gourou), in plains; surname Bari; farming and herding",,,,,,
,Bangime (isolate),,Bangime,Bangerime,dba,Bangime,,MLI,Bara,,,,,Bara,,bàrà,14.803,-3.754,0.304,0.469,48.0,45.0,48.304,45.469,14,03,14 48.304,03 45.469,14 48:20,03 45:30,,,14 48,03 45,14 48.304,03 45.469,Dogon project,Bandiagara,,,,,"village; lower slope and base of mountain; surnames Babadji, Yaloukouyé [jàlkújè]; farming and light herding; Tellem structures on cliffs",,,,,,
,Bangime (isolate),,Bangime,Bangerime,dba,Bangime,,MLI,Bounou,,,,,Bounou,Bounou,būùⁿ,14.792,-3.756,0.909,0.609,47.0,45.0,47.909,45.609,14,03,14 47.909,03 45.609,14 47:50,03 45:40,,,14 48,03 45,14 47.909,03 45.609,Dogon project,Bandiagara,,,,,"village on lower slopes of mountain; surnames Dicko, Bade, Bakoro, Coulibaly, Traore, Yaloukouyé [jàlkújè]; farming and light herding; gardening (tobacco, tomato, mango) some Tiranige-speaking blacksmiths (Samassekou surname) originally from Keti; borassus-frond baskets",,,,,,
,Bangime (isolate),,Bangime,Bangerime,dba,Bangime,,MLI,Dieni,,,,,,,yíyé,14.784,-3.757,0.14,0.753,47.0,45.0,47.140,45.753,14,03,14 47.140,03 45.753,,,,,,,14 47.140,03 45.753,Dogon project,Bandiagara (not shown),,,,,"village on slope and at base of mountain; surnames Bade, Babadji; farming and light herding; borassus-frond baskets",,,,,,
,Bangime (isolate),,Bangime,Bangerime,dba,Bangime,,MLI,Digari,,,,,Digari, ,dīgārù,14.789,-3.775,0.603,0.835,47.0,46.0,47.603,46.835,14,03,14 47.603,03 46.835,14 47:40,03 46:50,,,14 48,03 47,14 47.603,03 46.835,Dogon project,Bandiagara,,,,,"village on flat shelf in slope of mountain; surnames Bade, Karambe; farming and light herding; gardening in plains (tomato, chili pepper, tobacco, mango)",,,,,,
,Bangime (isolate),,Bangime,Bangerime,dba,Bangime,,MLI,Dogo,,,,,Doro,,dɔ́rɔ́,14.82,-3.775,0.362,0.835,49.0,46.0,49.362,46.835,14,03,14 49.362,03 46.835,14 49:20,03 47:20,,,14 49,03 47,14 49.362,03 46.835,Dogon project,Bandiagara,,,,,"village on lower slope of mountain over a narrow valley that branches off of the valley to Bounou; verdant valley with borassus palms and vitex; surnames Katile, Bore, Bamani, Guindo; farming and herding; extensive gardening (tobacco etc.)",,,,,,
,Bangime (isolate),,Bangime,Bangerime,dba,Bangime,,MLI,Due,,,,,Due,,dùɥè,14.803,-3.774,0.346,0.827,48.0,46.0,48.346,46.827,14,03,14 48.346,03 46.827,14 48:20,03 47:00,,,14 48,03 47,14 48.346,03 46.827,Dogon project,Bandiagara,,,,,"village on lower slope of mountain across a narrow valley from Niana; surnames Traore, Bakoro, Ongoiba; gardens in valley shared with Niana (mango, tomato, tobacco, onion, African eggplant, gourd)",,,,,,
,Bangime (isolate),,Bangime,Bangerime,dba,Bangime,,MLI,Niana,,,,,Niana,,ɲàrⁿà,14.802,-3.774,0.239,0.758,48.0,46.0,48.239,46.758,14,03,14 48.239,03 46.758,14 48:10,03 46:50,,,14 48,03 47,14 48.239,03 46.758,Dogon project,Bandiagara,,,,,"village on lower slope of mountain across a narrow valley from Due; surnames Traore, Bakoro, Ongoiba; gardens in valley shared with Due (mango, tomato, tobacco, onion, African eggplant, gourd)",,,,,,
,Berber,,Tamashek,,,Tamashek,,MLI,Agg Ofou,,,,,,,ǎgg ófu,15.356,-1.471,0.637,0.479,21.0,28.0,21.637,28.479,15,01,15 21.637,01 28.479,,,,,,,15 21.637,01 28.479,Dogon project,Hombori (not shown),"primarily Tamashek speaking, Songhay minority (from Hombori)",fishing (catfish),,"surnames of Songhay minority are Maiga, Traore, Kassamba","village in plains on main highway, next to a large year-round lake fed by underground springs (still quite full at the end of the dry season); mixed Tuareg and Bella (mostly from Gosi area); herding; fishing (catfish)",,,,,,
,Berber,,Tamashek,,,Tamashek,,MLI,Aliou Haidara,,,,,,,"""village de Aliou Haidara""",15.141,-3.371,0.819,0.453,8.0,22.0,08.819,22.453,15,03,15 08.819,03 22.453,,,,,,,15 08.819,03 22.453,Dogon project,Niafounké,,,,; surname Haidara,village; Bella,,,,,,
,Berber,,Tamashek,,,Tamashek,,MLI,Barazh,,,,,,,bǎ ́raʒ,15.435,-1.821,0.205,0.522,26.0,49.0,26.205,49.522,15,01,15 26.205,01 49.522,,,,,,,15 26.205,01 49.522,Dogon project,Hombori (not shown),,,,,hamlet near Dimamou; Bella; mostly herding,,,,,,
