code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,order,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno-So (Yendouma, JH and DT)",Ibi-So (JH),Donno-So,Tomo Kan (Segue),Tomo Kan (Diangassagou),"Tommo So (Tongo Tongo, combined)","Tommo So (Tongo Tongo, JH)",,"Tommo-So (Tongo Tongo, LM)","Dogul Dom (Bendiely, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)",Mombo JH,"Mombo (Songho, KP)","Ampari (Nando, JH)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,"Bangime (Bounou, JH)","Bangime (Bounou, AH)",,HS Songhay,TSK Songhay,,species,family,book p.,synonymy,comment,domain,specimen
fauna,bird 03 (hawk),faune,oiseau (rapace),201,10,9,,,60029,,,2011,,shikra (sparrowhawk),épervier shikra,,,tì-tè sɛ̌:rɛ̀-m (Beni spcm),,,,tì-tèw cɛ̌:ŋɛ̀,,,,,,gěwⁿ-jàbúrù,tè-pìlí,cɛ̀lɛ̀ⁿ pí,"cɛ̀llɛ̀ⁿ pí: (""... white"")",tèbù-kìndɛ̀-y pìlì-ý,tèbù-kìndɛ̀-y pìlì-ý,,,,,,,,tébú,,,,tè:bù,,,á-sì:yè-tɔ́rⁿɛ̀:,,,gà:fàlíyà (also Falco),,,Accipiter badius,"Aves, Accipitridae, Accipitrinae",95,,,fauna (bird),
fauna,bird 03 (hawk),faune,oiseau (rapace),201,10,10,,,60031,,,2011,,dark chanting goshawk (takes guinea-fowl),autour sombre,,,"tè-írà-m\\tè-írà (""hawk-brown.and.white"")",,,,,,,,,tèw-[kí-kɛ̀ⁿ] (gabar),,,,,,,,,,,,,,à:nùgè-tébúlú,"[à:nù-gè]-[tébú-lú] (""gunea.fowl-hawk"")",,,,"[̀àmùnù-gè]-[té:b-yè] (""guinea.fowl-hawk"")",,,,,,,,Melierax metabates,"Aves, Accipitridae, Accipitrinae",95,,,fauna (bird),
fauna,bird 03 (hawk),faune,oiseau (rapace),201,10,11,,,60030,,,2011,,gabar goshawk,autour gabar,,cílà,tì-tè sɛ̌:rɛ̀-m,òmòrⁿó kɛ̀-kɛ̂m,,,"[tì-tèw]-[cɛ̌:ŋɛ̀], cɛ̌:ŋɛ̀","ɔ̀mnɔ́ kɛ̀nî: (gabar, eq w Jam tì-tèw cɛ̌:ŋɛ̀)",,,,,,,,,"[(tè-)tèbù]-kìndɛ̀-ý (""hawk-heart-Dimin"")","[(tè-)tèbù]-kìndɛ̀-ý (""hawk-heart-Dimin"")",,"[(tè-)tèbù]-kìndɛ̀-ý (""hawk-heart-Dimin"")",,tèb-cíndà (also rock kestrel),,"à:mà-gùmbɛ́\\à:mà-gumbɛ́-mbó (""guinea.fowl ..."", feathers resemble those of guinea-fowl)",àlmàgèyárí,,,,,,,,,,,,gàfíyà-félé,,Micronisus gabar,"Aves, Accipitridae, Accipitrinae",95,,,fauna (bird),
fauna,bird 03 (hawk),faune,oiseau (rapace),201,10,21,,,60032,,,2011,,tawny eagle,aigle ravisseur,,,,,"òrò-dògí, tè-tèw gàràmbé",,màŋá-[ɲì-ɲâ:],,,,,,,,càlà gàrá,,,ànà-gòɲjó,,"kɔ̀mbɔ́ tè-tèbù xxx[verify] (""war's hawk"")",,,,ànà-gónjè\\ànà-gónjù:,,,à:nù-gè tɛ́bú ,,,sògàlì-kɔ́:nɔ̀ (Ful koorowal),,,á-sì:yè-bɔ́wⁿ,,,,,,Aquila rapax,"Aves, Accipitridae, Aquilinae",105,,most common large eagle,fauna (bird),
fauna,bird 03 (hawk),faune,oiseau (rapace),201,10,23,,,60033,,,2011,,martial eagle,aigle martial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polemaetus bellicosus,"Aves, Accipitridae, Aquilinae",107,,,fauna (bird),
fauna,bird 03 (hawk),faune,oiseau (rapace),201,10,22,,,60034,,,2011,,eagle spp.,aigle spp.,,,,,,,,,,,,,kɔ̀mɔ̀-tébù,kɔ̀mbɔ̀-tébù,,,,,,ànà-gònjó xxx[big eagle with red neck],,zɛ́mbù,tèw-dùbà,,,,tɛ́bú  ,,,,,,,,,,,,,"Aves, Accipitridae, Aquilinae",105,,,fauna (bird),
fauna,bird 03 (hawk),faune,oiseau (rapace),201,10,12,,,60640,,,2011,,red-necked buzzard (eats lizards),buse d'Afrique,,,tì-tè sɛ̌:rɛ̀-m,,,,cě:ŋ jàráwà,,,,,,,,,"cɔ̀ŋgù cɛ̀llɛ̂yⁿ (""agama-falcon"")",,,,,tèbè-dénné,tèb-sě:ndà,té-têw,,,,,,,,"[gò:ŋgù-gè]-[té:b-yè] (""agama-hawk"", takes lizards and chicks)",,tóŋgò:,,,,,,Buteo auguralis,"Aves, Accipitridae, Buteoninae",101,,,fauna (bird),
fauna,bird 03 (hawk),faune,oiseau (rapace),201,10,13,,,60035,,,2011,,harrier sp. (takes guinea-fowl),busard sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,těw kwâ,tɛ́w kwâ:,,,,,,,,,,Circus spp.,"Aves, Accipitridae, Circinae",87,,,fauna (bird),
fauna,bird 03 (hawk),faune,oiseau (rapace),201,10,25,,,60036,,,2011,,fish eagle,aigle pêcheur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haliaeetus vocifer,"Aves, Accipitridae, Haliaeetinae",81,,,fauna (bird),
fauna,bird 03 (hawk),faune,oiseau (rapace),201,10,1,,,60037,,,2011,,kite (hawk),milan noir,,kòtòrò-kôw,jɛ̀mbɛ̀-kómbó-m\\kómbó,kíndà-m,"jɛ̀mbɛ̀-kómbó (""leather.bag-empty"", initial from Jamsay)",,"jɛ̀mɛ̀-kómó (""bag-crumpled"")",jɛ̀mbɛ̀-kómbó,tì-tèw kɛ́:ŋɛ̀,,tèté:,jɛ̀mɛ̀-kómɔ̀,jɛ̀mɛ̀-kómó,jɛ̀mbɛ̀-kómù,cálá,cállá:,"jɛ̀mbɛ̀-kómmò, tè-tèbú",jɛ̀mbɛ̀-kómmò,,tè-tébú,jɛ̀mbù-kómmò,zɛ̀mbɛ̀-kómbó,,"tébè\\tébù:, tèbè [kòr-mbò]-dìyé\\tèbù: [kòr-mbò]-[dǐy-mbó], bà:bà-jɛ́bɛ́ (Mougui)","tɛ̀bùbɛ́, tèw",tébú,tɛ́bú ,těw kómbò,dɛ́mbɛ́ kómbò,xxx,té:b-yé,,"sí:yè:, á-sì:yè-pɔ́:rɛ̀",,,gáb-ó,"gàbù-kòrìyà (""hawk-red""), wùtì-gàbú (""hyrax-hawk"")",,Milvus migrans,"Aves, Accipitridae, Milvinae",87,,"circles over markets, steals chicks and meat",fauna (bird),
fauna,"bird 10 (barbet, lark)",faune,"oiseau 10 (barbican, alouette)",201,17,11,,,60038,,,2011,,greater short-toed lark,alouette calandrelle,,,nì:yⁿì sàyǎ-m\\sàyá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calandrella brachydactyla,"Aves, Alaudidae",281,,,fauna (bird),
fauna,"bird 10 (barbet, lark)",faune,"oiseau 10 (barbican, alouette)",201,17,12,,,60039,,,2011,,chestnut-backed sparrow lark,alouette-moineau à oreillons blancs,,,,,,,"bì-bɔ̂: ~ bɔ̀:-bɔ̂:, kú:ⁿ-sɔ́ɣɔ́rɔ̀ (""head-multicolored"")",bàlámmá:rⁿɛ̀,,,,,,,,,,,,,dɔ̀rɔ̀m-[pɛ̌:-pɛ̌:] (also Amadina),,,,,,,,,,,,,,,,,,Eremopterix leucotis,"Aves, Alaudidae",281,,,fauna (bird),
fauna,"bird 10 (barbet, lark)",faune,"oiseau 10 (barbican, alouette)",201,17,13,,,60040,,,2011,,"white-fronted finch-lark, black-crowned sparrow lark)",alouette-moineau à front blanc,,,,,,,,,,,,,,,,,,,,,dɔ̀rɔ̀m-[pɛ̌:-pɛ̌:] (also Amadina),,,,,[???]\\\\,ìnì ɲɛ́ndɛ̀ ,,,,,,,,,,,,Eremopterix nigriceps,"Aves, Alaudidae",281,,,fauna (bird),
fauna,"bird 10 (barbet, lark)",faune,"oiseau 10 (barbican, alouette)",201,17,14,,,60041,,,2011,,finch-lark (2 spp.),alouette-moineau (2 spp.),,nùwⁿɔ̀ yá:rà sày,"kàgàrà-ka᷈y [kù: pìlɛ̀-m]\\pìlè (""gravel's head white""), kàgàrà-ka᷈y [kù: pèrù-m]\\pèrù (""gravel's head hard"")",,,,,,bàrà-fúwɔ̀,,,,céb-cébù,,sɛ̀jìⁿ-búʔétírí,"ùjù-sɛ̀jíⁿ (""road-bird"", often beside roads in daytime)",xxx [seen in bush near Dee],,,,,"dàbá tòndò (""stone-star"")",,,,,,,,,,,,,,"kó-dàn-gànjì ~ kó-dàm-gànjì (""child-put-outback"", since it lures children away by its short hops)",súfùlíyà (also Eremopterix),,Eremopterix spp.,"Aves, Alaudidae",281,,,fauna (bird),
fauna,"bird 10 (barbet, lark)",faune,"oiseau 10 (barbican, alouette)",201,17,7,,,60644,,,2011,,singing bushlark,alouette chanteuse,,,,,,,,,,,,,,,,"dùgù-sɛ̀jíⁿ (""woodland-bird"")",,,,,,,,,,,,,,,,,,,,,,,Mirafra cantillans,"Aves, Alaudidae",279,,,fauna (bird),
fauna,"bird 10 (barbet, lark)",faune,"oiseau 10 (barbican, alouette)",201,17,8,,,60043,,,2011,,flappet lark,alouette bourdonnante,,,,,lì:gì sáwɛ̀→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirafra rufocinnamomea,"Aves, Alaudidae",279,,,fauna (bird),
fauna,"bird 10 (barbet, lark)",faune,"oiseau 10 (barbican, alouette)",201,17,9,,,60044,,,2011,,lark spp.,alouette spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirafra spp.,"Aves, Alaudidae",279,,,fauna (bird),
fauna,"bird 10 (barbet, lark)",faune,"oiseau 10 (barbican, alouette)",201,17,10,,,60042,,,2011,,rufous-rumped bush-lark,alouette à queue rousse,,,nì:yⁿì sàyǎ-m\\sàyá,,lì:gì sáwɛ̀→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinarocorys erythropygia,"Aves, Alaudidae",279,Mirafra nigricans,,fauna (bird),
fauna,"bird 09 (roller, hornbill)",faune,"oiseau 9 (rollier, calao)",201,16,2,,,60045,,,2011,,pied kingfisher,martin-pêcheur pie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceryle rudis,"Aves, Alcedinidae",235,,"rivers, dives for fish",fauna (bird),
fauna,"bird 09 (roller, hornbill)",faune,"oiseau 9 (rollier, calao)",201,16,3,,,60046,,,2011,,woodland kingfisher,martin-chasseur du Sénégal,,sày là:wá,,,"nî: sò:rò (""water's young.person"")",,"dànà-[ɔ̀ɣɔ̀-dògú] (""hunt-hornbill""",,,,,,,,"jí: dwɛ̀ (""water carry"")",,"bɔ̀nnɔ́ sàdàà (""pounding.area's bird"")",,,"bɔ̀nnɔ́ sàdàà (""pounding.area's bird"")","ʔə́ɲì-sɛ̀njɛ̀ (""water-)",,,"nì: dí: sɔ̂::rrrɔ̀, ànà-dí: sɔ̂::rrrɔ̀, yógé nì:\\nì:-mbò","mí: nìyé (""water's bird"")",ɔ̀ndɔ̀-òjí ìnì,ɔ́ndɔ́ ójí ínì ,,,xxx,,,"cícɔ̀rɔ̀ (onomatopoeic), á-yɔ̀n dɔ́rɛ̀: (""rain-bird"", also cuckoo)",,,,,,Halcyon senegalensis,"Aves, Alcedinidae",237,,distinctive call (descending trill); in trees,fauna (bird),
fauna,bird 02 (duck),faune,oiseau 2 (canard),201,9,7,,,60047,,,2011,,Egyptian goose,oie d'Égypte,,bá:wŋgàl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alopochen aegyptiaca,"Aves, Anatidae",69,,,fauna (bird),
fauna,bird 02 (duck),faune,oiseau 2 (canard),201,9,9,,,60048,,,2011,,northern shoveler (duck),souchet (canard),,,,,,,,,,,,,òrú tàgàyɛ̀rɛ̀,,,,,,,,,,,,,,,,,,,,,,,tóŋkón-ò [tones],,,Anas clypeata,"Aves, Anatidae",71,Spatula cylpeata,,fauna (bird),
fauna,bird 02 (duck),faune,oiseau 2 (canard),201,9,10,,,60049,,,2011,,garganey (duck),sarcelle d'été,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anas querquedula,"Aves, Anatidae",75,,,fauna (bird),
fauna,bird 02 (duck),faune,oiseau 2 (canard),201,9,6,,,60638,,,2011,,fulvous whistling duck,dendrocygne fauve,,,,,,,,,,,,,,,,,,,,,,,,ɛ̀lɛ̀ kègélè (Mougui),,,,,,,,,,,,,,,Dendrocygna bicolor,"Aves, Anatidae",69,,,fauna (bird),
fauna,bird 02 (duck),faune,oiseau 2 (canard),201,9,5,,,60050,,,2011,,white-faced whistling duck,"canard siffleur, dendrocygne veuf",,yèrè-[fí:ⁿ-fì:ⁿ],tàwɛ̀rɛ̀-pélé-m\\pélé,,tàgà-yɛ́rɛ́,,"tàɣà-ɛ̀:rɛ̀ círé (""duck red"")",ǒy wà tàgà-yɛ́rɛ́,"ɲɛ́m-[sì-sî:ⁿ] (large flocks, wet season)",,,,,,,,,,,,,,,,,,,,,,pú:ⁿ,,,,,,kílílí:jè,,Dendrocygna viduata,"Aves, Anatidae",69,,,fauna (bird),
fauna,bird 02 (duck),faune,oiseau 2 (canard),201,9,8,,,60051,,,2011,,pygmy goose,sarcelle à oreillons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nettapus auritus,"Aves, Anatidae",69,,,fauna (bird),
fauna,bird 02 (duck),faune,oiseau 2 (canard),201,9,3,,,60052,,,2011,,spur-winged goose,canard armé,,yèrè-bɛ̀lú,,ɛ̀rɛ̀-ná:-m,"tàgà-yɛ̀rɛ̀ dùgí (""... fat"")",,"[tàɣà-ɛ̀:rɛ̀]-bɛ̌ŋ (""duck-lean.on"" because of its lumbering walk)",,tàɣà-yɛ̀rɛ̀ běŋ,,,,,,,"ìyɛ̀:lɛ̀-sàjú (""peanut-bird"", eats peanuts)",,,,,,,,"ɛ̀lɛ̀-púrá\\ɛ̀lɛ̀-[púrà-mbò] (""duck-grey"")",,,,,,,tìlìbɔ̀,,,,,"hèndéw-ó ~ hèndó:w-ò, má:lám-gòŋg-ò ~ mà:làŋ-gòŋg-ò [tones], céygál-ó ~ cáygál-ò",hèndêw,,Plectropterus gambiensis,"Aves, Anatidae",69,,,fauna (bird),
fauna,bird 02 (duck),faune,oiseau 2 (canard),201,9,4,,,60053,,,2011,,knob-billed goose,canard casqué,,yèrè-àⁿsú,tàwɛ̀rɛ̀ bɛ̌:ŋ,ɛ̀rɛ̀-kɛ́kɛ́tù-m,tàgà-yɛ̀rɛ̀ béndé,,"[tàɣà-ɛ̀:rɛ̀]-céré (""duck-..."")",,"tàɣà-yɛ̀rɛ̀ kírⁿé-móŋóm, tàɣà-yɛ̀rɛ̀ kírⁿé-yⁿóŋgóm",,,,,,,,,,,,,,,"ɛ̀lɛ̀ [kìnjà:-mà]-dómbè\\ɛ̀lɛ̀-mbò [kìnjà-mà]-dómbù:, ɛ̀lɛ̀-dómbè\\[ɛ̀lɛ̀-mbò]-dómbù:",,,,,,,,,,,,"tònf-ò, nì:nì-gùng-íyà ~ nì:n-ù-gùnj-íyà (""nose-curve-Dimin"")",tɔ̀mbɔ̀,,Sarkidiornis melanota,"Aves, Anatidae",69,,"male has ""knob""",fauna (bird),
fauna,bird 02 (duck),faune,oiseau 2 (canard),201,9,2,,,60054,,,2011,,duck (wild or domestic),canard (sauvage ou domestique),,yéré,tàwɛ́rɛ́-m\\tàwɛ́rɛ́,ɛ́rɛ́-m,tàgà-yɛ́rɛ́,,"tàɣà-ɛ́:rɛ́ (""pond-peanut"")",tàgà-yɛ́rɛ́,tàɣà-yɛ́rɛ́,,,tàgà-ɛ́lɛ́,,tɔ́ŋɔ̀nɔ̀:jɔ̀,tɔ́ŋkɔ́nɔ́,,ɛ́lɛ́,ɛ́lɛ́,,ɛ́lɛ́,élò:,ɛ́:,tàgà-ɛ́lɛ̀,ɛ́lɛ́\\ɛ́lɛ́-mbó,,ɛ́:lɔ́,ɛ́:lↄ́  ,šó:-kàpúwé,,,,,tɔ̀ŋɔ̀nɔ́:rù,,,tóŋkón-ò [tones],,,,"Aves, Anatidae",69,,,fauna (bird),
fauna,bird 02 (duck),faune,oiseau 2 (canard),201,9,1,,,60055,,,2011,,duck (domestic only),canard (domestique uniquement),,tɔ́ŋkɔ́nɔ́:rɛ̀,,,,,,,,,tàgàyɛ́rɛ́,,tàgàyɛ́rɛ́,,tɔ́ŋkɔ́nɔ́,tɔ́ŋkɔ̀nɔ́,,,,,,,,ólé ɛ̀lɛ̀\\ɛ̀lɛ̀-mbò,,,,,šó: kà púwé,xxx,tɔ́ŋúnɛ́ ~ tɔ́ŋnɛ́,,,,,,tɔ́ŋkɔ̀nɔ̀wâl (< Ful),,,"Aves, Anatidae",69,,,fauna (bird),
fauna,"bird 08 (swift, swallow)",faune,oiseau 8 (hirondelle),201,15,1,,,60056,,,2011,,little African swift,martinet à dos blanc,,árjéjébè,"gì-gísì-m\\gì-gísì, gì-gìsì wéré-wéré-m\\wéré-wéré",wèrèwèrè dǒ:-píndè-m,"wèrè-wérê, wèrè-wèrè sǎ:ndâ",,"wèrè-wérè, àjúwⁿò-[dɔ̌yⁿ-pírù] (""Saturday-[waist-white]"", roosts in mosques, has white band on back)",gì-gísì,wèrè-wérè,,wèrè-wéré,"wèlè-wélè, wàjì-[wèlè-wélè] (""bat-..."")",werè-wérè,,dànà-wùlɛ̀ⁿ,dànà-wèlíⁿ,wèlè-wélé,wèlè-wélé,,wèlè-wélé,wèl-wélò,wò-wó,wè-wélè,sɛ́mbɛ́\\sɛ́mbɛ́-mbó,àn-sínjánì,wèlè-wélé,wèlè-wèlé  ,gìjí ḿbèré,gìjí  m̀bèré,sín-sǐ:njà,"mìnjìlì-néjjè (""mosque-bird""), nìgìlì-ⁿ-[sá:l-yè] (also 'bat')",,géríyɛ̀,,,"gándá ꜜʔánzúr-ò (""ground's in.law"", because swifts never land on ground)",dédè-bíyà,,Apus affinis,"Aves, Apodidae",227,,roosts in mosque or water tower,fauna (bird),
fauna,"bird 08 (swift, swallow)",faune,oiseau 8 (hirondelle),201,15,2,,,60057,,,2011,,African palm swift,martinet des plamiers,,,,,wèrè-wérê,,,,,,,,,wèlè-wèlé,dànà-wùlɛ́ⁿ,bàlà dànà-wèlíⁿ,,,,,,,,,,wèlè-wélé,,,,,"mìnjìlì-néjjè (""mosque-bird""), nìgìlì-ⁿ-[sá:l-yè] (also 'bat')",,,,,,,,Cypsiurus parvus,"Aves, Apodidae",227,,,fauna (bird),
fauna,"bird 08 (swift, swallow)",faune,oiseau 8 (hirondelle),201,15,3,,,60058,,,2011,,mottled swift,martinet marbré,,árjéjébè,,,wèrè-wérê,,"[wèrè-wèrè]-jà:ŋá (""swift-..."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tachymarptis aequatorialis,"Aves, Apodidae",227,,,fauna (bird),
fauna,"bird 01 (heron, stork)",faune,"oiseau 1 (héron, cigogne)",201,8,4,,,60059,,,2011,,grey heron spp.,héron gris spp.,,màná yúrgù,"àrⁿà-mɔ̀rɔ̌-m\\mɔ̀rɔ́ (""man-spring[water]"")",bàlàkâ-m,ìsì-sa᷈:,,kɔ̌:-kǎ: (onomat.),ɔ̀gɔ̀-mɔ̀rɔ́,,,dí: sájú,gɔ́rɔ̀,"dí: sì-sà (""water bird"")",dí: sàdà:,lɔ́,lɔ̂:,ɔ̀dɔ̀-mɔ̀rɔ́,ɔ̀dɔ̀-mɔ̀rɔ́,,ɔ̀dɔ̀-mɔ̀rɔ́,gɔ̌: pùrgò,ɔ̀dɔ̀-mɔ́rɔ̀,gàŋàrⁿàn-dòŋ ~ gàŋàlà-dôŋ,ɔ̀dɔ̀-mɔ̀ndɔ́\\ɔ̀dɔ̀mɔ̀ndɔ́-mbó,sà:ní,sɔ́:mbùlɛ̀,sɔ́mbùlɛ̀ ,,,,cɔ̀:dál,,bàrà-kɔ́ⁿ,,,,cɔ́:lâl (< Ful),,"Ardea melanocephala, perhaps also A. cinerea","Aves, Ardeidae",51,,,fauna (bird),
fauna,"bird 01 (heron, stork)",faune,"oiseau 1 (héron, cigogne)",201,8,5,,,60060,,,2011,,squacco heron,héron crabier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yíríbɔ̀ŋgɛ́,,,,,,Ardeola ralloides,"Aves, Ardeidae",53,,,fauna (bird),
fauna,"bird 01 (heron, stork)",faune,"oiseau 1 (héron, cigogne)",201,8,3,,,60061,,,2011,,cattle egret,"aigrette, garde-bœufs",,"yèlěŋ, káŋ-kòkò pírì",káŋ-kògò-bírì-m\\-bírì,ɲá:là-búrgù-m,"dɛ̌njɛ̂ ɛ̀njɛ̀, kà:ⁿ-kòkò pírí",,"káŋ-kòkò pírú (""... white"")",káŋ-kòkò pírì,káŋ-kògò pírú,,ká:ⁿ kògò pírí,"àmà-ɛ̀ɲɛ́ (""God-chicken""), àmà-[sì-sǎ:] (""God-bird"")","ámà ɛ̀ɲì (""God's chick"")","àmbá ɛ̀njɛ̀ (""God's chicken"")",jáⁿ-kùgò-pí,"gáⁿ-kùgò pí:, pígòlò-jáŋgóló","àmbà-ɛ̀ɲjɛ́ (""God-chicken"")","àmbà-ɛ̀ɲjɛ́ (""God-chicken"")",,"àmbà-ɛ̀ɲjɛ́ (""God-chicken"")","àmbà-ɔ́llɔ̀ (""God-chicken"")",ámbá pìlɛ̀:,àmbà-ɛ́dɛ̀,"jěnjà kòkòrò\\kòkòr-mbò, ɛ̀lɛ̀ pílɛ̀\\pílɛ̀-mbò","sìgìlè-kɔ́:nɔ̀ (""testicle-boundary"")",bùrùgú-sìjà,búrúgú síjá ,bùrùgú-síjâ:y,búrúgú  síjây,xxx,álá-ⁿ-sǎ:bà,,ŋàrá-yì:síma,,,"ɲá:lîl ~ ɲá:lâl, bò:bôy ~ bòybôy",ɲá:lâl (< Ful),,Bubulcus ibis,"Aves, Ardeidae",53,Ardeola ibis,"common, follows cattle",fauna (bird),
fauna,"bird 01 (heron, stork)",faune,"oiseau 1 (héron, cigogne)",201,8,7,,,60062,,,2011,,green-backed heron,héron à dos vert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Butorides striata,"Aves, Ardeidae",57,,,fauna (bird),
fauna,"bird 01 (heron, stork)",faune,"oiseau 1 (héron, cigogne)",201,8,6,,,60063,,,2011,,white egret(s),aigrette(s) blanche(s),,,,,,,,kɔ̀mbɔ́-té-têw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Egretta intermedia, E. garzetta, Ardea alba","Aves, Ardeidae",53,,stand in water,fauna (bird),
fauna,"bird 09 (roller, hornbill)",faune,"oiseau 9 (rollier, calao)",201,16,13,,,60064,,,2011,,Abyssinian ground hornbill,grand calao d'Abyssinie,,jìrò jɛ́m,"jìrè jéwⁿè-m\\jéwⁿè (""eye black"")",gìré-jɛ́mɛ̀-m,gìrè jɛ́mí,,"jìrù jɛ́m (""eye black"")",,,,,"gìlè-gɛ̂m (""eye-black"")",gìrè-gêwⁿ,"gìlè gɛ́ŋ (""eye-black"")",jìlɛ̀ⁿ-kòndò jóⁿ,,"gìlé, gìlè gɛ́m",gìlè gɛ́m,,gìlé,gìlè-gɛ́mɛ̀ŋ,,gìdè-jèmɛ́,dûn\\dûn-bò,,"nà:-ínì (""cow-bird"")",,úndúmbè,úndúmbè,,òlònjùŋgò,,"à-pɛ̀rɔ́ŋkòw-má: dɔ̀rɛ̀: kʷá:-bùyɛ̀ (""forest-bird red-neck"")",,,dúlg-ò,,,Bucorvus abyssinicus,"Aves, Bucerotidae",255,,"huge, digs for snakes",fauna (bird),
fauna,"bird 09 (roller, hornbill)",faune,"oiseau 9 (rollier, calao)",201,16,10,,,60065,,,2011,,red-billed hornbill,calao à bec rouge,,ɔ̀gɔ̀-dò:bù pírú,"ɔ̀:-do᷈:-m\\-do᷈: (""chief-...""), tíŋgǒ:-m̀\\tíŋgo᷈:",ɔ̀:-dô:-m,"ɔ̀gɔ̀-dògí (""chief-tap"")",,"ɔ̀ɣɔ̀-dògù pírú (""hornbill white"")","ɔ̀gɔ̀-dògú, ɔ̀gɔ̀-dògù pírí",,,ɔ̀gɔ̀-dògú,,,,,"cìŋgɛ̀:ⁿ káⁿ-báwⁿ (""hornbill mouth-red"")",dòòbú,dòòbú,,dòòbú,tóndó,ɔ̀gɔ̀-dógó,ɔ̀gɔ̀-dògò pílɛ̀,kɔ̀kɔ̀jú\\kɔ̀kɔ̀jú-mbó,gɔ̀rì púlɛ́,gɔ́rú,gɔ̀rù éjè ,gɔ̀dí ámpárì,gɔ̀dí`  ámpárì,gɔ̀rì,,,píyèw sɔ́ŋɔ́nɔ̀,,,,,,Tockus erythrorhynchus,"Aves, Bucerotidae",253,Lophoceros erythrorhynchus,,fauna (bird),
fauna,"bird 09 (roller, hornbill)",faune,"oiseau 9 (rollier, calao)",201,16,11,,,60066,,,2011,,grey hornbill,calao à bec noir,,ɔ̀gɔ̀-dò:bù jɛ́m,ɔ̀:-dò: sèrí-m\\sèrú,ɔ̀:-dò:-gɛ́mɛ̀-m,"símbò: kìrⁿà (""crouching bone"", since bird returns at harvest and thinks that cow-peas and other crops are the bones of farmers who were bending over when the bird had left, cf. tímbí-yé)",,"ɔ̀ɣɔ̀-dògù jɛ́m (""hornbill black"")",tímbò:-kírⁿâ:,ɛ̀:rɛ́ ɔ́ɣɔ́dúgù,,,,,,,"cìŋgɛ̀:ⁿ káⁿ-jɔ́ⁿ (""hornbill mouth-black"")",,,,,tòndò-írù,ɔ̀gɔ̀-dógó,ɔ̀gɔ̀-dògò bǎn,mâ:n\\mâ:n-bò,gɔ̀rì gɛ́mɛ́,gɔ̀rù-dɛ́mbɛ́,gɔ̀rù dɛ́mbɛ́  ,gɔ̀dí dɛ̀mbɛ̀,gɔ̀dí ` dɛ́mbɛ́,,,,à-píyèw pɔ́:rɛ̀,,,"kíl-lò:r-íyà (""bird-..."")",,,Tockus nasutus,"Aves, Bucerotidae",253,Lophoceros nasutus,,fauna (bird),
fauna,"bird 09 (roller, hornbill)",faune,"oiseau 9 (rollier, calao)",201,16,12,,,60067,,,2011,,hornbill spp. (grey and red-billed),calao spp. (à bec noir ou rouge),,ɔ̀gɔ̀-dò:bú,,ɔ̀:-dô:-m,,,"ɔ̀ɣɔ̀-dògú (""chief-finish"", used to be chief of birds)",ɔ̀gɔ̀-dògú,ɔ̀gɔ̀-dùgú,,,ɔ̀gɔ̀-tógú,ɔ̀gɔ̀-dògú,dòbú,cílɛ́ⁿ-tó,cíŋgɛ̂:ⁿ,,,,,tóndóŋ (Kundiala),,ɔ̀gɔ̀-dògò,,gɔ́rí,,,gɔ̀dí,gɔ́dì,,kí:lɔ́-ŋ-kò:,,píyèw,,,kò-kó:t-ò [tone],kɔ́kɔ́:tù,,Tockus sp.,"Aves, Bucerotidae",253,,,fauna (bird),
