Multilingual,lg family,Language (group),alternate lg (group),Language (based on native name),OfficialVillageName,Transcribed Village Name,N Lat,W Lon,lg comment,industries,weekly market,surnames,social info
,Bangime (isolate),Bangime,Bangerime,Bangime,Dogo,dɔ́rɔ́,14.820,-3.775,,,,"Katile, Bore, Bamani, Guindo",village on lower slope of mountain over a narrow valley that branches off of the valley to Bounou; verdant valley with borassus palms and vitex; farming and herding; extensive gardening (tobacco etc.)
,Bangime (isolate),Bangime,Bangerime,Bangime,Due,dùɥè,14.803,-3.774,,,,"Traore, Bakoro, Ongoiba","village on lower slope of mountain across a narrow valley from Niana; gardens in valley shared with Niana (mango, tomato, tobacco, onion, African eggplant, gourd)"
,Bangime (isolate),Bangime,Bangerime,Bangime,Niana,ɲàrⁿà,14.802,-3.774,,,,"Traore, Bakoro, Ongoiba","village on lower slope of mountain across a narrow valley from Due; gardens in valley shared with Due (mango, tomato, tobacco, onion, African eggplant, gourd)"
,Berber,Tamashek,,Tamashek,Agg Ofou,ǎgg ófu,15.356,-1.471,"primarily Tamashek speaking, Songhay minority (from Hombori)",fishing (catfish),,"surnames of Songhay minority are Maiga, Traore, Kassamba","village in plains on main highway, next to a large year-round lake fed by underground springs (still quite full at the end of the dry season); mixed Tuareg and Bella (mostly from Gosi area); herding; fishing (catfish)"
,Berber,Tamashek,,Tamashek,Aliou Haidara,"""village de Aliou Haidara""",15.141,-3.371,,,,Haidara,village; Bella
,Berber,Tamashek,,Tamashek,Barazh,bǎ ́raʒ,15.435,-1.821,,,,,hamlet near Dimamou; Bella; mostly herding
,Berber,Tamashek,,Tamashek,Billanto-Bella,billanto,15.284,-1.557,,,,,small hamlet in sloping sandy plains for a wealthy Tuareg (Hammadi Ibrahime) and his Bella servants; mainly herding
,Berber,Tamashek,,Tamashek,Dounggouri,duŋguri (cf. Songhay dúŋgúrí 'cow-peas'),15.317,-1.775,,,,Dicko,village with many nearby satellite hamlets; Bella; herding; well-known in the zone as specialists in firewood gathering and charcoal production; school
,Berber,Tamashek,,Tamashek,Dounggouri (satellite hamlet),duŋguri (cf. Songhay dúŋgúrí 'cow-peas'),15.317,-1.758,,,,Dicko,small hamlet for Dounggouri; Bella; mostly herding
,Berber,Tamashek,,Tamashek,Guendeguey,gendegey,15.272,-1.886,,,,,hamlet in plains; Bella; mostly herding
,Berber,Tamashek,,Tamashek,Izakana,izakana,15.306,-1.807,,,,,hamlet; Bella; herding
,Berber,Tamashek,,Tamashek,Tabakara,tǎbǎkǎra,15.440,-1.841,,,,,hamlet of Dimamou; Bella; herding
,Dogon,Ampari,,Ampari,Baboye,baboy,14.255,-3.951,,,,"Degoga, Karambe, Bira-Ogon",village at base of hill; farming and herding
,Dogon,Ampari,,Ampari,Balaguina (Balaguina-Baboye),"balagina, balagina-baboy",15.919,-4.008,,,,"Degoga, Karambe, Birogo","village on small hill in plains; farming and herding [despite full name Balaguina-Baboye, not the same as nearby Baboye]"
,Dogon,Ampari,,Ampari,Bolimmba,bólímbà,14.250,-3.883,,,,,
,Dogon,Ampari,,Ampari,Dogobala,,14.183,-3.805,,,,,
,Dogon,Ampari,,Ampari,Kilimmpo,kílímpò,14.316,-3.900,,,,,
,Dogon,Ampari,,Ampari,Nando,nando,14.239,-3.941,,,,"Degoga, Karambe, Sounkoro",village on small flatland on mountain summit; farming and light herding; mairie (gov't offices) some distance away in plains below on road to Somadougou
,Dogon,Ampari,,Ampari,Niongono,,14.316,-3.833,,,,,
,Dogon,Ampari,,Ampari,Pa,pâ:,14.216,-3.866,,,,,
,Dogon,Ampari,,Ampari,Pahandaga,pà: ká:ⁿ,13.483,-4.166,,,,,
,Dogon,Ampari,,Mombo (?),Sare-Here,saare-heere (< Fulfulde village-hill),14.624,-3.768,same lg as Tounkari,,,"Karambe, Kodioga, Degoga, Dicko (one family)","village on small hill; attend school at Sissongo (9 km); frequent markets at Tomborguel, Goundaka, and Fatoma; settled from Sissongo"
,Dogon,Ampari,,Mombo (?),Tounkari,,14.600,-3.733,,,,,
,Dogon,Bankan Tey,,Bankan Tey,Ende,ɛ̀ndɛ̂:,,,,,,Zon,small village on mountain summit
,Dogon,Bankan Tey,,Bankan Tey,Kasa,kàsá,,,,,,Wounoume [wunume],small village on mountain summit
,Dogon,Bankan Tey,,Bankan Tey,Oualo (lower),bàŋkán,15.068,-2.921,Dogon (Bankan Tey) and Songhay (TSK),major pottery industry (waterjars),,"Ongoiba, Garame, Youkanaba, Dariba, Zon, and Piriya (Dogon); Mendou, Tangara, Traore, and Maiga (Songhay, but Maiga can be extended to everyone in some contexts)","new, lower part of village with school and some houses, next to large seasonal pond; also some satellite housing clusters strung out along the base of the mountain; farming and herding, extensive rice fields at base of mountain, millet fields farther out; gardens (date palms, banana, cassava, sugar cane, African eggplant); doum palm groves; the major pottery center in the Douentza area (waterjars, ablution bowls) using black clay from nearby seasonal pond, usually carried on heads to Douentza market"
,Dogon,Bankan Tey,,Bankan Tey,Oualo (upper),bàŋkán,15.067,-2.906,Dogon (Bankan Tey) and Songhay (TSK),some blacksmiths,,"Ongoiba, Garame, Youkanaba, Dariba, Zon, and Piriya (Dogon); Mendou, Tangara, Traore,and Maiga (Songhay, but Maiga can be extended to everyone in some contexts)","main village on irregular shelf on lower slope of mountain; farming and herding, fields  on plains below and on summit and flat shelves of mountain; gardening; pottery (see lower Oualo), blacksmiths; this village (Dogon name bàŋkán) not to be confused with Banikani (Songhay name bàŋkân) on the other side of the same mountain"
,Dogon,Bankan Tey,,Bankan Tey,Piriya,,15.059,-2.883,Dogon (Bankan Tey) and some Songhay (TSK),,,"Youkanaba (majority), Traore, Ongoiba, Maba",village in a few separate sections hugging base of mountain; farming and herding; extensive rice fields nearby (between Piriya and Oualo)
,Dogon,Ben Tey,,Ben Tey,Beni,bê:n,14.851,-2.941,,,,"Kagoye, Morogoye","village on flat rocky shelf overlooking plains on one side and a ravine on the other, a few km from cliffs; one of the oldest Dogon villages in the zone; farming (fields in plains below) and herding; apiaries (honey); extracting oils from fruit pits (Lannea, Balanites, Vitellaria); gardening in the ravine (African eggplant, chili pepper, yams, lettuce, sugar cane, guava, mango, onion)"
,Dogon,Ben Tey,,Ben Tey,Djinekala,"bè:n jìrⁿè kàlá (""Beni house new""), archaic mà:-táŋà",14.841,-2.909,,,,"Kagoye, Morogoye",small village split off from Beni on flat rocky shelf overlooking plains and ravine; same occupations as Beni
,Dogon,Ben Tey,,Ben Tey,Gamni,gàmnú,14.852,-2.941,Jamsay replacing Ben Tey among young people,"pottery, indigo dye-ing, wooden beds, leather sandals",,"Djire, Timte (dye-ers), Dielekoumaga","village on flat rocky shelf at base of cliffs;indigo dye-ing (women), pottery, some weaving, wooden beds, leather sandals; farming (fields mostly on shelf, not in plains) and herding; no gardens"
,Dogon,Ben Tey,,Kumboy Tey,Koumboye,kùmbǒy,14.933,-2.922,,weaving doum-palm fans and mats; wooden beds and stools,,"Ouologuem, Seiba, Guindo; ","two families with stone houses on lower slope of mountain, plus numerous scattered thatch huts on plains at base of mountain; farming and herding; no gardens"
,Dogon,Bunoge,Korandabo,Bunoge,Boudou,bùdú ʔòlò,14.651,-3.789,,blacksmiths,,"Traoré (majority), Djiguiba, Diarra, Dégoga, Kodioga, Kampo, Guindo (one family); Baguéné and Karambé (blacksmiths)","village on plateau with two small associated hamlets below; gardens below (onions, sweet potato, tomatoes, eggplant, mango)"
,Dogon,Bunoge,Korandabo,Bunoge,Boudou Foli I,pólì,14.603,-3.819,,,,Traore,smaller of two hamlets on plain associated with Boudou
,Dogon,Bunoge,Korandabo,Bunoge,Boudou Foli II,pólì,14.619,-3.817,,,,"Traore, Karambe",larger of two hamlets on plain associated with Boudou
,Dogon,Bunoge,Korandabo,Bunoge,Dakouma,dàkùmà ʔòlò,14.688,-3.808,,,,"Karambe (majority), a few Djire, one family each of Guindo, Kodioga, Traore, and Kampo",village on plateau overlooking valley
,Dogon,Bunoge,Korandabo,Bunoge,Sangou,sàŋgú ʔòlò,14.707,-3.820,a few Fulfulde speakers,,,"Karamba (majority), Traore, one family each Djiguiba, Guindo, and Babadji; Diallo (Fulfulde-speaking)",village on small plain surrounded by hills (village moved from prior location in 2008); farming and light herding
,Dogon,Bunoge,Korandabo,Bunoge,Sangou (abandoned site),,14.707,-3.809,,,,,original village on plateau (abandoned)
,Dogon,Dogul Dom,,Dogul Dom,Aldiouma-Koro,àljúmà pòrò,14.600,-3.622,some Tommo So (Ouologuem),,,"Karambé, Ouologuem",small village on plateau (about 10 houses) near Hore Niva; mostly herders; settled from Koundiala
,Dogon,Dogul Dom,,Dogul Dom,Andia,ánjà,14.574,-3.543,,,,"Karambe, Tapily, Nantoumme, Kassogue",village on plateau near valley; farming and herding; gardens in valley
,Dogon,Dogul Dom,,Dogul Dom,Andiné,ànjîn,14.553,-3.454,,,,Karambe,"offshoot of Nantanga, chef de village of Nantanga lives here"
,Dogon,Dogul Dom,,Dogul Dom,Banguel-Toupe,bàŋgù-túbɔ̀,14.650,-3.650,,,,,"village in three nearby parts; see Banguel-Toupe Kundialang-Nonggo, Banguel-Toupe Tiengel, Banguel-Toupe Ka-Nonggo"
,Dogon,Dogul Dom,,Dogul Dom,Banguel-Toupe Ka-Nonggo,bàŋgù-tùbɔ̀ kà:-nɔ́ŋgù,,,,,,,separate quarter of Banguel-Toupe at base of plateau ridge
,Dogon,Dogul Dom,,Dogul Dom,Banguel-Toupe Kundialang-Nonggo,bàŋgù-tùbɔ̀ kùnjàlàŋ-nɔ́ŋgù,14.653,-3.653,,,"Sunday, local","Tapily, Karambe, some Kassogué","main quarter of Banguel-Toupe, on ridge overlooking a long valley between two plateau ridges; farming in valley, light herding; dam and extensive gardens below"
,Dogon,Dogul Dom,,Dogul Dom,Banguel-Toupe Tienggel,bàŋgù-tùbɔ̀ céŋgèl,14.658,-3.640,,,,,"separate quarter of Banguel-Toupe on high ledge overlooking the valley, a short distance from the main Banguel-Toupe quarter"
,Dogon,Dogul Dom,,Dogul Dom,Bendiely,"béɲêl, benjeli (Fulfulde)",,,,,,,"cluster of three villages on plateau (see Bendieli-Sigen, Bendieli-Dana, Bendieli-Girikombo)"
,Dogon,Dogul Dom,,Dogul Dom,Bendiely-Dana,bèɲèl-dánà,14.490,-3.556,,,,"Tapily, Karambe",village on plateau
,Dogon,Dogul Dom,,Dogul Dom,Bendiely-Girikombo,bèɲèl-gìrkɔ́mbɔ̀,14.486,-3.553,,,,Tapily,"village on plateau, between the other two Bendieli villages"
,Dogon,Dogul Dom,,Dogul Dom,Bendiely-Sigen,bèɲèl-sìgɛ́̌ⁿ,14.471,-3.585,,,,Tapily,"village on plateau, on road Bandiagara-Kendie; farming and herding (many of the fields are near Dari)"
,Dogon,Dogul Dom,,Dogul Dom,Bini,bínnù,14.468,-3.533,,,,"Tapily, Karambe, Kassogué",village on plateau near small river; farming and herding; small gardens at river
,Dogon,Dogul Dom,,Dogul Dom,Bodo,bɔ́:dɔ̀,14.573,-3.653,,,,"Karambé, Tapily, Seiba",village on plateau; gardens; settled from Menemene and Koundiala
,Dogon,Dogul Dom,,Dogul Dom,Boro,bɔ́rɔ̀,14.436,-3.585,,,,"Tapily, Kassogue, Banou, Djiguiba",village on flat plateau; farming and light herding
,Dogon,Dogul Dom,,Dogul Dom,Danbommo,dǎ:nbɔ̀mmɔ̀,14.492,-3.641,,,,"Karambé, Tapily",village on plateau; dam and gardens; settled from Koundiala
,Dogon,Dogul Dom,,Dogul Dom,Dari (Dogulu),"dá:rù, dà:r-dánà (""lower Dari"")",14.488,-3.609,,,,Tapily,village on high plateau near seasonal river; farming and herding [for paired Fulbe village see Dari-Wouro]
,Atlantic,Fulfulde,peul (French),Fulfulde,Diamangolo,jàmàŋgɔ́lɔ̀ ~ jàmgɔ́lɔ̀ (Dogul Dom),14.622,-3.706,,"many Fulfulde-speaking ethnic Dogon, also some Dogul Dom and Mombo speakers",,"Ongoiba, Ombotimbé, Ouologuem","small village in valley at base of cliffs (was larger before Fulbe predations 19th C); stop on vehicle route Fatoma to Banguel Toupé; settled from Koubewel near Douentza (Ongoiba), Kendié (Ombotimbé), and Tougoumé just north of Sevare-Bandiagara highway (Ouologuem)"
,Dogon,Dogul Dom,,Dogul Dom,Dongossoro,dóŋgùsó:rò,14.623,-3.573,,,,"Karambe (most common), Seiba, Dolo, Kassogue, Tapily, Djiguiba","village on plateau; farming and light herding [on gov't map this is ""Dongossori"" with two s's distinct from a small ""Dongosori"" with one s at N 14 38 by W 03 29.5)"
,Dogon,Dogul Dom,,Dogul Dom,Dounali,dúnnàl,14.653,-3.539,some Tommo So (Ouologuem),,,"Karambé, Goimba, Ouologuem",village on elevation on plateau; settled from Nandoly
,Dogon,Dogul Dom,,Dogul Dom,"Dourana, Douro-Ninou",dùrɔ́ nì:nú,14.567,-3.586,,,,"Karambe (most common), Nantoumme, Djiguiba, Seiba, Tapily, Kassogue","village on edge of plateau overlooking river with dam; farming and herding; extensive gardening (onion, tomato, lettuce, potato); widely known for traditional healers"
,Dogon,Dogul Dom,,Dogul Dom,Douro,dùrɔ́,14.566,-3.583,,,,,"cluster of three villages near edge of plateau overlooking river (see Dourana, Doura-Sokoura, Douro-Madina)"
,Dogon,Dogul Dom,,Dogul Dom,Douro-Madina,dùrɔ́ màdí:nɛ̀,14.555,-3.586,,,,"Nantoummé, Karambé",village on slope from plateau down to valley; do gardening at Douro-Na; settled from Koundiala
,Dogon,Dogul Dom,,Dogul Dom,Douro-Sokoura,dùrɔ́ sò:kúrà,14.566,-3.575,,,,"Nantoummé, Karambé, Tésougué",village on plateau; do gardening at Douro-Na; settled from Koundiala and Gongo
,Dogon,Dogul Dom,,Dogul Dom,Gongo,"gɔ́ŋɔ̀ (Dogul Dom), gɔ́ŋgɔ̀ (Tommo So)",14.535,-3.437,,,,Tebsougou,"village on rocky plateau above narrow valley, in 7 nearby sections"
,Dogon,Dogul Dom,,Dogul Dom,Guéméné,gèménù,14.488,-3.450,,,,,
,Dogon,Dogul Dom,,Dogul Dom,Horé Niva,"hoore ɲiiwa (Fulfulde, ""elephant-head""), hɔ́:rɲɛ̀ (Dogul Dom)",14.603,-3.638,,,,"Nantoummé, Karambé",village on plateau; gardens (with their own water tower); mostly herders; settled from Koundiala
,Dogon,Dogul Dom,,Dogul Dom,Irigili,írìgìl,14.639,-3.604,,,,"Tebisouge, Karambe, Gundo, Yaloukouyé [jàlkújè]","village on flat plateau overlooking a ravine; farming and lighte herding; gardens 2km away at river (onion, mango) [on gov't map as ""Kia""]"
,Dogon,Dogul Dom,,Dogul Dom,Ka,"kǎ:, kàbá",,,,,,Tapily,cluster of three villages 2 km SSE of Komégou
,Dogon,Dogul Dom,,Dogul Dom,Ka (Lower),"kà:-dánà ~ kàbà-dánà (Dogul Dom), kà:-dâ: (Tommo So)",14.483,-3.438,,,,Tapily,"village on rocky elevation on plateau, visible from Komégou"
,Dogon,Dogul Dom,,Dogul Dom,Ka (Upper),"kà: sìgɛ̌-ŋ ~ kàbà-sìgɛ̌-ŋ (Dogul Dom), kà:-jóy (Tommo So)",14.466,-3.455,,,,Tapily,village on plateau
,Dogon,Dogul Dom,,Dogul Dom,Ka-Tengoul,téŋgùl,,,,,,Tapily,"village on plateau, part of Ka cluster, near Komégou"
,Dogon,Dogul Dom,,Dogul Dom,Kenntaba,kèntàbá,14.616,-3.500,,,,,"village in two nearby parts, see Kenntaba-Ley and Kenntaba-Do [Blench: ""Ken Taba Sigang"" and ""Ken Taba Dana""]"
,Dogon,Dogul Dom,,Dogul Dom,Kenntaba-Do,kèntàbà-dánà,14.607,-3.493,,,,,village quarter on plateau overlooking valley; same info as Kenntaba-Ley
,Dogon,Dogul Dom,,Dogul Dom,Kenntaba-Leye,kèntàbà-sìgɛ̌ⁿ,14.608,-3.503,,,,"Tapily, Karambe, Kassogue",village quarter on plateau overlooking valley; farming and light herding; gardens 
,Dogon,Dogul Dom,,Dogul Dom,Komégou,kɔ̀mmɛ̀:gú,14.486,-3.459,,,,Tapily,village on plateau
,Dogon,Dogul Dom,,Dogul Dom,Komoni,kɔ̀mmɔ̌n,,,,,,,"village cluster in three parts, see Komoni-Sige, Komoni-Dana, and Komoni-Neme; Blench: ""Kɔmɔni Sigang"" and ""Kɔmɔni Dana"""
,Dogon,Dogul Dom,,Dogul Dom,Komoni-Dana,kɔ̀mmɔ̀n-dánà-ŋ,14.587,-3.520,,,,Seiba,village on plateau; Islamic medersa; gardens; settled from Menemene
,Dogon,Dogul Dom,,Dogul Dom,Komnio-Nema,kɔ̀mmɔ̀n-némà,14.571,-3.504,,,,Seiba,village on elevation on plateau; school under construction (2015); settled from Menemene
,Dogon,Dogul Dom,,Dogul Dom,Komoni-Sigan,kɔ̀mmɔ̀n-sìgǎ-ŋ,14.588,-3.522,,,,Tapily,village on plateau; locally built school; settled from Taboura near Kani-Gogouna
,Dogon,Dogul Dom,,Dogul Dom,Koundiala,kùnjùlɔ̌ⁿ,14.518,-3.568,,,"Sunday, small",Nantoumme,"village on plateau, on road Bandiagara-Kendie; farming and light herding"
,Dogon,Dogul Dom,,Dogul Dom,Koundougou,kúntùgù (~ kúndùgù),#VALUE!,#VALUE!,,,,"Tapily, Tembeli, Yanogue",village in two nearby parts on plateau overlooking a small river; farming and herding; dam with gardens nearby
,Dogon,Dogul Dom,,Dogul Dom,Koundougou-Layya,lǎyyà kùntùgù,14.458,-3.550,,,,,part of Koundougou village cluster
,Dogon,Dogul Dom,,Dogul Dom,Koundougou-Tangang,kùntùgù-táŋáŋ,,,,,,,part of Koundougou village cluster
,Dogon,Dogul Dom,,Dogul Dom,Menemene,mɛ́nmɛ̀n,14.526,-3.459,,,,"Seiba (majority), Karambe",village on rocky plateau above narrow valley; school
,Dogon,Dogul Dom,,Dogul Dom,Nandoly (Nandoli),"nàndǐl, nàndôl",14.502,-3.458,,,minor market on 6-day cycle,"Karambé, Tapily","large village in five sections (sùgù-gónnò, dònnú, dà:líyo, kàjàlí)"
,Dogon,Dogul Dom,,Dogul Dom,Nantanga,nàndǎŋ,14.526,-3.450,,famous healers,,Karambe,village on rocky promontory surrounded on 3 sides by sharp descents down to valleys with fields
,Dogon,Dogul Dom,,Dogul Dom,Pédéni,pè:sín,14.505,-3.440,,,,Nantoummé,"village on rocky plateau above narrow valley, just off new road Bandiagara to Ninggari; school, dam"
,Dogon,Dogul Dom,,Dogul Dom,Pelani,pɛ́lɛ́n,14.608,-3.551,,,,"Karambe, Kassogue, Seiba, Tapily, Nantoumme, Kansaye [kàⁿsâj]","village on pleteau near river, on road Bandiagara-Kendie"
,Dogon,Dogul Dom,,Dogul Dom,Sogodougou,sɔ̀gɔ́-dùgù,14.619,-3.538,,,,"cosmpolitan with many surnames: Teme (chief's family, originally from Yendouma), Tapily, Dolo, Karambe, Kassogue, Djiguiba, Guindo, Dara","village on plateau near river, on road Bandiagara to Kendie; farming and light herding"
,Dogon,Dogul Dom,,Dogul Dom,Solo,sólò,,,,,,"Karambé, Yalkouyé","village in two parts, upper and lower"
,Dogon,Dogul Dom,,Dogul Dom,Solo-Dana,sòlò-dánà-ŋ,14.534,-3.625,,,,"Karambé, Tapily",village on plateau; school under construction (2015); settled from Koundiala
,Dogon,Dogul Dom,,Dogul Dom,Solo-Sigan,sòlò-sìgǎ-ŋ,14.519,-3.635,,,,"Nantoummé, Karambé, Tapily",village on plateau; dam; settled from Koundiala
,Dogon,Dogul Dom,,Dogul Dom,Somoli,sòmmôl,14.600,-3.550,,,,,village on plateau overlooking river; farming and light herding; gardening assisted by dam
,Dogon,Dogul Dom,,Dogul Dom,Tabara,tábàrà,,,,,,Tapily,"village on plateau in Nandoly area, about 5 km east of Komégou"
,Dogon,Dogul Dom,,Dogul Dom,Tengourou,téŋgùrù,14.622,-3.691,,,,"Karambé, Tapily",village on rocky elevation between valleys; settled from Nandoly (Tapily) and Menemene (Karambé)
,Dogon,Dogul Dom,,Dogul Dom,Waynoro,wáynɔ̀rɔ̀,14.634,-3.671,,,,"Nantoummé, Karambé, Kanambaye",village on plateau; mostly herders; settled from Koundiala
,Dogon,Dogul Dom,,Dogul Dom,Tintimbolo,tɛ̀ⁿtómbòlò,,,,,,,village cluster on plateau
,Dogon,Dogul Dom,,Dogul Dom,Tintimbolo-Dologou,dɔ́lɔ̀gù,14.455,-3.487,,,,Tapiiy,"village on new road Bandiagara-Douentza, part of Tintimbolo cluster"
,Dogon,Dogul Dom,,Dogul Dom,Tintimbolo-Tenné,,14.450,-3.490,,,,,"village, probably part of Tintimbolo cluster"
,Dogon,Donno So,,"Donno So, Kamma So",Andaba,àndá:bà,14.441,-3.606,,,,Djiguiba,village on high plateau; farming and herding
,Dogon,Donno So,,"Donno So, Kamma So",Andioubolo,àɲúmbɔ̀lɔ̀,14.405,-3.488,,,,Banou,"village in two sections on plateau overlooking river that flows to Bandigara; farming and herding; extensive gardens (onion, tobacco)"
,Dogon,Donno So,,"Donno So, Kamma So",Bargoumou,bàrgùmú,14.270,-3.559,,,,"Djiguiba, Kassogué, Nantoummé","village in plateau; farming and herding. dam, gardening; settled from Soninghé near Ende"
,Dogon,Donno So,,"Donno So, Kamma So",Bodio,bɔ́dɔ̀,14.241,-3.686,,,,"Kéné, Guindo",village on plateau
